,fips_code,state_code,mn_pay,sd_pay,cv_pay,nn_pay,pct_sp1011,pct_sp1012,pct_sp1013,pct_sp1021,pct_sp1022,pct_sp1023,pct_sp1024,pct_sp1025,pct_sp1026,pct_sp1027,pct_sp1028,pct_sp1029
01045,01045,01,55799.91160074329,31167.05774157507,0.5585503067563983,7534.0,0.0045026606631191155,0.029062627916496112,0.2375884451201684,0.18168528156248173,0.0014619028127010117,0.02397520612829659,0.09502368282556575,0.19747383193965265,0.08420560201157827,0.011987603064148296,0.13303315595579207,0.0
01047,01047,01,30409.2553092182,14653.920452204295,0.4818901450625835,4285.0,0.016052631578947367,0.03903508771929825,0.2540350877192982,0.1674561403508772,0.0078070175438596495,0.033771929824561404,0.06149122807017544,0.2565789473684211,0.08578947368421053,0.041578947368421056,0.03640350877192983,0.0
01049,01049,01,33599.670353727386,18312.5264348099,0.5450210148498792,8679.0,0.016692370498049534,0.02735190057153225,0.29474734645740724,0.21727297468928602,0.007575070307538782,0.024902476639753243,0.06899210741177537,0.19454776376666968,0.0876803048172004,0.011339925610087998,0.048897759230699445,0.0
01051,01051,01,30642.97045033257,14970.605346054794,0.4885494169150405,9171.0,0.01209889531825355,0.045186743819042606,0.1271436086270384,0.24039978958442926,0.0058390320883745395,0.03235139400315623,0.04650184113624408,0.21951604418726986,0.17175170962651237,0.024039978958442926,0.0751709626512362,0.0
01053,01053,01,31869.621329879104,15843.517746910817,0.4971354250782031,4632.0,0.03514376996805112,0.03868405146360418,0.17900008634832915,0.20421379846299975,0.003626629824712892,0.042828771263276055,0.050513772558500994,0.1788273896900095,0.10707192815819014,0.015024609273810552,0.14506519298851567,0.0
01055,01055,01,41804.56118339529,37633.8682248317,0.9002335429316697,19368.0,0.0010143130846387918,0.025752282204440438,0.15003381043615463,0.19522709342950523,0.008537135129043165,0.03505015214696269,0.10385438972162742,0.29062887411247607,0.11210977121604869,0.0208779443254818,0.0569142341936211,0.0
01057,01057,01,25336.53294289898,15627.11527622831,0.6167819137467304,683.0,0.05044035228182546,0.02375233520149453,0.24713103816386442,0.20202828929810515,0.005871363757672805,0.029356818788364023,0.012810248198558846,0.2780891379770483,0.0803309314117961,0.01894849212703496,0.051240992794235385,0.0
01059,01059,01,29261.77154724818,17710.991748141656,0.6052604067236396,1926.0,0.013948400036466406,0.019783024888321635,0.4580180508706354,0.13802534415170026,0.0024614823593764245,0.038654389643540885,0.02707630595314067,0.16902178867718115,0.06700701978302488,0.011669249703710458,0.054334943932901815,0.0
01061,01061,01,32776.857142857145,15143.836500079175,0.46202832791671045,1820.0,0.07834101382488479,0.027449408936084954,0.14145461831296333,0.28190743338008417,0.0,0.04508114606291325,0.033660589060308554,0.22219995992787017,0.07353235824484071,0.0,0.0963734722500501,0.0
01063,01063,01,29414.210843373494,18525.611373034404,0.6298184055210816,166.0,0.022714036109493303,0.0203843913803145,0.29644729178800233,0.1578334304018637,0.0,0.0,0.011648223645894,0.21782178217821782,0.14210832847990681,0.0203843913803145,0.110658124635993,0.0
01065,01065,01,31759.477625570773,14482.974226860038,0.4560205428315748,1095.0,0.08177302254489874,0.05273213603362629,0.1864730607565915,0.15857852502865877,0.0,0.02904088651127245,0.0015284677111196026,0.3083683607183798,0.06572411157814291,0.015666794038975928,0.10011463507833397,0.0
01067,01067,01,54480.33751743375,91920.80895297584,1.6872290654139417,717.0,0.09388249545729861,0.052695336159903086,0.11568746214415505,0.23016353725015143,0.0,0.03270745003028468,0.10357359176256814,0.21168988491823137,0.06541490006056935,0.0,0.09418534221683827,0.0
01069,01069,01,48204.53980560493,46086.532649085595,0.9560620811844559,26441.0,0.003655224520634661,0.041820669375752996,0.08688815829776807,0.27187519143983174,0.009556676400318556,0.0333462661575218,0.08206897960017152,0.2762451246656184,0.12058156868350657,0.02513732617263278,0.048824814686242876,0.0
01071,01071,01,34334.79987735077,17771.57519553963,0.5175965859426137,4892.0,0.004058232414326205,0.033689770677660394,0.3403761917031693,0.2178562226230353,0.0056686421025508886,0.031048698788971915,0.028407626900283433,0.18996392682298377,0.0857382118010822,0.012174697242978615,0.051017778922958,0.0
01073,01073,01,65016.58856400441,41950.952059925316,0.6452345929935628,286324.0,0.005341388704600314,0.0492779808873142,0.06703273435625255,0.20710020750109398,0.01567974252925483,0.07716217551487091,0.13498299055658286,0.2616518216337535,0.10522422822297192,0.02860409638214079,0.047942633711164126,0.0
01075,01075,01,32101.006493506487,16869.773693107676,0.5255216435821151,924.0,0.018058022498519833,0.021610420367081114,0.35790408525754885,0.19034931912374187,0.0041444641799881585,0.03256364712847839,0.0778567199526347,0.1817643576080521,0.06246299585553582,0.011249259917110717,0.04203670811130847,0.0
01077,01077,01,35687.78621837168,20168.034140136526,0.5651242701558844,17429.0,0.006693627109189792,0.05382791800306791,0.094756658764468,0.25135964300655417,0.009796402175428811,0.04905173615953145,0.06923720541068192,0.2346255752335797,0.15705619857760425,0.021963463952029007,0.05163157160786501,0.0
01079,01079,01,30251.835788561526,15254.3850968557,0.5042465919580164,2308.0,0.03840768153630726,0.0704140828165633,0.038207641528305664,0.2388477695539108,0.0028005601120224045,0.040808161632326465,0.04740948189637927,0.29745949189837967,0.11422284456891378,0.016603320664132826,0.09481896379275855,0.0
01081,01081,01,37450.42642642643,26782.87821660824,0.715155494136356,33300.0,0.00674710569839122,0.046120884077582316,0.11782062847692076,0.23052924372274847,0.008532551496015636,0.033152909336941816,0.12620282664261012,0.19951886934295596,0.17533077732671778,0.02345511953089761,0.03258908434821831,0.0
01083,01083,01,51521.15630692167,40440.592998703585,0.7849317813791098,8784.0,0.01862975537564203,0.10115783059110299,0.17846260990685123,0.27121963959258294,0.009880734743623226,0.026203534430225474,0.05601984852441891,0.17828850004352748,0.08892661269260904,0.024244798467833204,0.04696613563158353,0.0
01085,01085,01,33644.13725490196,9755.80363674916,0.28997039106204864,204.0,0.05879671832269827,0.0487693710118505,0.39380127620783956,0.18550592525068368,0.0,0.033272561531449404,0.02917046490428441,0.18231540565177756,0.0,0.0,0.06836827711941659,0.0
01087,01087,01,50753.59500693482,25630.34784927461,0.5049957120431087,1442.0,0.0,0.025554187192118227,0.0,0.1875,0.0,0.02247536945812808,0.042487684729064036,0.46120689655172414,0.1539408866995074,0.0,0.10683497536945813,0.0
01089,01089,01,79734.271041472,57497.87309242318,0.7211186901366031,153043.0,0.002025068109305115,0.030672254624391142,0.10539095469577844,0.1512633608360569,0.010591543276725315,0.02974956172087083,0.2676780675896833,0.18638882278954347,0.10198184723119284,0.016933842918817592,0.09732467620763505,0.0
01091,01091,01,30590.848106904232,12095.940958622383,0.39541044812982407,2245.0,0.05378597373568036,0.056859457949147804,0.19516624755518303,0.18454875663593182,0.003492595697122101,0.035764179938530316,0.07823414361553506,0.24462140262643198,0.06761665269628388,0.024587873707739592,0.055322715842414084,0.0
01093,01093,01,30270.490126254448,12535.673919978073,0.4141219341904719,3089.0,0.009158615136876007,0.012077294685990338,0.36493558776167473,0.187097423510467,0.002616747181964573,0.043780193236714976,0.038244766505636074,0.19353864734299517,0.08001207729468598,0.014895330112721417,0.053643317230273754,0.0
01095,01095,01,34070.99034518113,19633.005561650327,0.5762381827690882,23408.0,0.004920244425045631,0.03147898314948549,0.3286247123244187,0.2021268153321165,0.009655318360976642,0.03460042853741767,0.06912149829378621,0.16599211702774913,0.10097082242150093,0.01563367986667725,0.03687538026082586,0.0
01097,01097,01,54448.91520131071,38797.09912149951,0.7125412687848293,123292.0,0.005398331424832325,0.06103503073076114,0.10915846790212895,0.21948540580963286,0.010709027599261527,0.04803580192096469,0.13670514827884367,0.22922460330443317,0.1054368909350097,0.032062816947488956,0.042748475146642984,0.0
01099,01099,01,29013.208416833666,20055.021735622275,0.691237640714917,998.0,0.04319973718791065,0.02611695137976347,0.20006570302233903,0.29517082785808146,0.007063074901445467,0.0328515111695138,0.049441524310118265,0.22421156373193166,0.06964520367936924,0.01297634691195795,0.03925755584756899,0.0
01101,01101,01,64867.27414646384,42889.173487823886,0.6611835328702792,87694.0,0.001086118150765792,0.034126147113916476,0.10422799036660423,0.18522249681247935,0.014733428827779439,0.04698641565269405,0.14260416502699555,0.2014355648601426,0.10459790017157519,0.029317319649294023,0.13566245336775332,0.0
01103,01103,01,43834.727170411774,27637.09247067469,0.6304839622528685,25767.0,0.002607928101428342,0.0670638741774996,0.2613745787193067,0.19218424008987323,0.004513721714010592,0.036470871449205584,0.10828919916546301,0.17368801155512759,0.09486839993580484,0.018877387257262075,0.04006178783501846,0.0
01105,01105,01,20636.17365269461,8341.685770681539,0.4042263799031516,334.0,0.018626929217668974,0.03352847259180415,0.2442788717402874,0.11761575306013837,0.0,0.028738690792974985,0.021287919105907396,0.3879723257051623,0.11548696114954764,0.0,0.032464076636508785,0.0
01107,01107,01,40926.0207852194,23194.387089401473,0.5667393664076479,1299.0,0.062399139322216246,0.020441097364174286,0.18558364712210865,0.1495427649273803,0.009413663259817106,0.024475524475524476,0.027165142549757933,0.24959655728886498,0.04061323292092523,0.08041958041958042,0.15034965034965034,0.0
01109,01109,01,32133.608356940513,20855.654941508074,0.6490293498894741,2824.0,0.010302144998846775,0.02375643884062428,0.15745367878834474,0.3148304758975936,0.013300530483585761,0.04020911816714077,0.0937187668178673,0.13246713308218652,0.1255477819635581,0.016683324363804104,0.07173060659644806,0.0
01111,01111,01,30385.356211003964,12291.86624041767,0.40453257006630744,1763.0,0.0276697919048708,0.039332266178824606,0.2218156871712783,0.25383032243311227,0.0066316030185227534,0.03635947861879717,0.025840384175623142,0.2753258632517722,0.08255202378230048,0.014635261833981249,0.016007317630916992,0.0
01113,01113,01,32712.425692282482,14316.617008689478,0.4376507307456278,6103.0,0.0074866310160427805,0.050878533231474406,0.22597402597402597,0.20893812070282658,0.006111535523300229,0.058594346829640945,0.05126050420168067,0.226890756302521,0.12887700534759358,0.021084797555385792,0.013903743315508022,0.0
01115,01115,01,36926.56066141127,17375.96420740208,0.4705546332009249,10402.0,0.004901715600460161,0.08257890261591556,0.1729605361876657,0.24418546491271945,0.007202520882308808,0.027959785925073775,0.06927424598609513,0.17431100885309858,0.12239283749312259,0.03541239433801831,0.05882058720552193,0.0
01117,01117,01,52654.04636841816,29376.77984814736,0.5579206513892447,54563.0,0.006836448375897655,0.0656061254577448,0.06568935178579921,0.23404432396442668,0.010962096352308937,0.1254458553288629,0.16027012888191372,0.15876016550149807,0.11046511627906977,0.030960194036239123,0.030960194036239123,0.0
01119,01119,01,23001.51179673321,17134.9487622434,0.7449488065683139,551.0,0.027489860297431275,0.022082018927444796,0.1523208652546192,0.21586300135196035,0.005858494817485353,0.03740423614240649,0.09689049121225778,0.1653898152320865,0.13204146011716988,0.015772870662460567,0.1288868859846778,0.0
01121,01121,01,35087.47233917556,17913.008401398878,0.5105243326803796,10213.0,0.01632284503716052,0.041397513370841146,0.34086962561644785,0.1705563659095645,0.0031603806348544836,0.02611655205945683,0.08473987636313121,0.1620476488157255,0.08946308258664999,0.015454608599013684,0.04987150100715427,0.0
01123,01123,01,32763.258654052897,13096.841518046886,0.3997417246048806,4651.0,0.0069570477918935265,0.028886872353297035,0.1882183908045977,0.14904718693284935,0.0077888687235329705,0.024274047186932848,0.16205384150030247,0.2468995765275257,0.09467634603750756,0.018451300665456746,0.07274652147610405,0.0
01125,01125,01,39422.95385568906,26347.8927213282,0.6683388773397552,50017.0,0.017626636722331536,0.0467090420216547,0.16469727719457294,0.1618642409008025,0.01689519826103081,0.03845717994416343,0.11240457818665073,0.2719817861521186,0.1200383232545921,0.017636938672490703,0.031688798689591936,0.0
01127,01127,01,32990.473558648104,18082.747812735102,0.5481202863180756,7545.0,0.02180530189827882,0.03945984835906802,0.13260280037633515,0.23554153522607782,0.005312966959986717,0.037633515966572585,0.04195030162156179,0.2865128119984504,0.12086999833969783,0.027616359510764292,0.050694559743206594,0.0
01129,01129,01,32726.187250996016,14989.10393245723,0.4580155890906919,502.0,0.06498404409631564,0.03510298810559907,0.28923701769654775,0.2712503626341746,0.0,0.015375689004931825,0.047287496373658255,0.20945749927473165,0.01508558166521613,0.0,0.05221932114882506,0.0
01131,01131,01,29036.2609561753,17374.064917990014,0.5983575138759378,502.0,0.03467153284671533,0.02737226277372263,0.3357664233576642,0.14817518248175182,0.020802919708029197,0.030656934306569343,0.020802919708029197,0.18759124087591242,0.040875912408759124,0.017883211678832115,0.1354014598540146,0.0
01133,01133,01,36025.73222463245,10739.310121337458,0.2981010921408697,4149.0,0.03774767995986958,0.01730624529721595,0.4489591171306747,0.18409831953850012,0.0,0.024329069475796338,0.023576624028091298,0.17356408327062955,0.051291698018560324,0.0,0.03912716328066215,0.0
01999,01999,01,75759.13631739572,39445.61260540028,0.5206713608790552,49150.0,0.0,0.14260375304859613,0.0,0.2608792050470643,0.03728861387136436,0.00014109205248624354,0.4350472658375829,0.0789107693548062,0.0005240561949489045,0.03235039203434584,0.012254852558805152,0.0
02013,02013,02,59435.395414131955,9033.211704229958,0.15198370670016828,2137.0,0.0,0.0,0.8283998283998284,0.035607035607035604,0.004719004719004719,0.0,0.008151008151008152,0.031746031746031744,0.013728013728013728,0.0,0.07764907764907765,0.0
02016,02016,02,69590.67575757577,31204.145023820052,0.44839548810421076,330.0,0.012422360248447204,0.017701863354037266,0.5083850931677019,0.22111801242236026,0.008385093167701863,0.011490683229813664,0.05341614906832298,0.031677018633540374,0.010869565217391304,0.012111801242236025,0.1124223602484472,0.0
02020,02020,02,69391.81166474988,45953.737240994145,0.6622357326972346,112167.0,0.02097501505559554,0.05620510862061368,0.015202479399538785,0.2474258603722037,0.023383910342092508,0.05088056873430179,0.1311893186057784,0.19531146722286688,0.13202655660169504,0.03672096473318547,0.090480457102569,0.00019829320955920153
02050,02050,02,37550.355994641664,19309.80539683634,0.5142376120107036,2986.0,0.0,0.023068267066766693,0.0,0.2719429857464366,0.0,0.06845461365341335,0.020442610652663167,0.24606151537884471,0.019129782445611403,0.0785821455363841,0.27231807951987996,0.0
02060,02060,02,60784.51408450704,17469.729280187516,0.2874042762914882,142.0,0.0046210720887245845,0.04251386321626617,0.6035120147874307,0.14510166358595195,0.0,0.015711645101663587,0.026802218114602587,0.0,0.14695009242144177,0.0027726432532347504,0.010166358595194085,0.0018484288354898336
02068,02068,02,39796.54238833181,17403.925802957725,0.437322560164435,1097.0,0.0,0.0,0.0,0.15019115237575095,0.0,0.0,0.038776624795193886,0.013107591480065538,0.7602403058438012,0.0,0.037684325505188423,0.0
02070,02070,02,43293.691253951525,11910.942635594683,0.2751195911138102,949.0,0.0,0.002292263610315186,0.3564469914040115,0.17593123209169054,0.0,0.03667621776504298,0.017765042979942695,0.34269340974212037,0.05329512893982808,0.0,0.01489971346704871,0.0
02090,02090,02,58448.393688410615,34957.34246130177,0.5980890193092382,16541.0,0.031604538087520256,0.08493330008727092,0.01745418277022815,0.2552674230145867,0.011376386984166563,0.036342101982296475,0.08935918214686447,0.18813115571624486,0.15259942650542327,0.027615010597182396,0.10519261937414287,0.00012467273407305821
02100,02100,02,23212.597883597886,27593.475847589947,1.1887284648603509,189.0,0.0,0.12533333333333332,0.0,0.21733333333333332,0.021333333333333333,0.018666666666666668,0.04133333333333333,0.184,0.3466666666666667,0.036,0.009333333333333334,0.0
02105,02105,02,39750.67837837838,19814.924331731254,0.49848015530998335,370.0,0.0,0.0,0.05730659025787966,0.18051575931232092,0.0,0.0,0.0,0.08882521489971347,0.3997134670487106,0.02005730659025788,0.25358166189111747,0.0
02110,02110,02,48550.596359743045,27857.0673060952,0.5737739470733585,5604.0,0.06347721502071361,0.04162768942937325,0.024722704797541094,0.2364025123613524,0.016303621542162236,0.027462247761592944,0.06842175598022184,0.1129226246157958,0.11559534945877321,0.042362688761192036,0.25063477215020713,6.681812107443539e-05
02122,02122,02,43676.588868274586,26447.605855862217,0.6055327703275151,10780.0,0.049250317662007624,0.04645489199491741,0.048081321473951714,0.20650571791613723,0.01158831003811944,0.026124523506988566,0.04,0.2713087674714104,0.1386022871664549,0.03491740787801779,0.12670902160101652,0.00045743329097839896
02130,02130,02,51067.21474131822,32354.833945967144,0.6335734993549397,1411.0,0.017579841781423966,0.04087313214181072,0.06050395546440082,0.27336653970114266,0.012745385291532376,0.04878406094345151,0.039994140052739525,0.15060064459419864,0.14225021974802227,0.019191327278054497,0.19411075300322297,0.0
02150,02150,02,45985.01337896702,19554.810321714718,0.425243114763534,3214.0,0.02722914669223394,0.03547459252157239,0.2464046021093001,0.1825503355704698,0.009012464046021093,0.028954937679769893,0.04448705656759348,0.24506232023010546,0.09702780441035475,0.02933844678811122,0.05445829338446788,0.0
02158,02158,02,23016.149514563105,14436.358265836545,0.6272273412502021,515.0,0.0,0.027586206896551724,0.0,0.38275862068965516,0.0,0.0,0.017241379310344827,0.0,0.020689655172413793,0.07241379310344828,0.4793103448275862,0.0
02164,02164,02,39176.5308310992,15425.983974064162,0.3937557421960056,373.0,0.0,0.023728813559322035,0.0,0.2966101694915254,0.0,0.0,0.01694915254237288,0.0,0.2593220338983051,0.025423728813559324,0.37796610169491524,0.0
02170,02170,02,42073.11508091627,28632.605460118466,0.6805439864638353,12791.0,0.009872657032479611,0.11866266037105928,0.014737444555730433,0.24285782419993324,0.02441932560690609,0.03586588448514332,0.06910859922735728,0.2358945008823389,0.1466590356274145,0.03734439834024896,0.06400534172747652,0.0005723279439118615
02180,02180,02,38907.91170287316,14231.724807278326,0.3657797138011748,1427.0,0.0,0.02030812324929972,0.0,0.21953781512605042,0.0,0.03221288515406162,0.06302521008403361,0.25665266106442575,0.056022408963585436,0.1015406162464986,0.2507002801120448,0.0
02185,02185,02,59740.567435359895,31487.90451664299,0.5270774260842656,1431.0,0.5376140754748007,0.0,0.0,0.04998766751623777,0.0045219107128175616,0.007399490257337828,0.14124804735673765,0.08270985776535394,0.05418071199539587,0.0100304201266135,0.11230781879470525,0.0
02188,02188,02,53003.79049939098,12903.322887612336,0.24344151174925113,821.0,0.0,0.018471337579617834,0.0,0.2751592356687898,0.02802547770700637,0.03184713375796178,0.02929936305732484,0.2821656050955414,0.08535031847133757,0.0,0.24968152866242038,0.0
02195,02195,02,56894.45779220779,19735.055556373627,0.3468713179137902,308.0,0.025943396226415096,0.049528301886792456,0.1945754716981132,0.28537735849056606,0.04363207547169811,0.02358490566037736,0.045990566037735846,0.07547169811320754,0.11556603773584906,0.054245283018867926,0.08608490566037735,0.0
02198,02198,02,50763.45303030303,19531.38633505072,0.3847529111818209,660.0,0.09542857142857143,0.04342857142857143,0.045714285714285714,0.22685714285714287,0.0,0.038285714285714284,0.02457142857142857,0.09371428571428571,0.09257142857142857,0.001142857142857143,0.3382857142857143,0.0
02220,02220,02,37387.736607142855,24590.754033358473,0.6577224583490956,672.0,0.016657255787690572,0.044042913608131,0.15443252399774138,0.21569734613212874,0.011575381140598532,0.02710333145115754,0.05815923207227555,0.217673630717109,0.1510446075663467,0.032467532467532464,0.06888763410502541,0.002258610954263128
02230,02230,02,42753.31893687707,18624.324031915563,0.4356228825044754,301.0,0.0,0.019441069258809233,0.09720534629404617,0.393681652490887,0.0,0.02187120291616039,0.01701093560145808,0.0,0.41676792223572295,0.026731470230862697,0.007290400972053463,0.0
02240,02240,02,66269.33604336044,30860.59530906953,0.4656843896682057,738.0,0.2014636246233319,0.02668962548428756,0.015497201894102454,0.17133017649591045,0.007748600947051227,0.009900990099009901,0.07834696513129574,0.2225570383125269,0.08609556607834697,0.007318123116659492,0.1730520878174774,0.0
02261,02261,02,54485.89243437982,33315.117682517026,0.6114448381778852,1943.0,0.024963895192902825,0.03816793893129771,0.13864245925314628,0.2335465236228595,0.022694450175366206,0.017949246956880546,0.05611718588817825,0.16628842583041056,0.11636063544460491,0.044769960800495154,0.14029296472044564,0.00020631318341242006
02275,02275,02,58395.51724137931,26668.242635842835,0.4566830451318548,58.0,0.04597701149425287,0.06666666666666667,0.10574712643678161,0.38620689655172413,0.027586206896551724,0.04827586206896552,0.020689655172413793,0.0,0.11724137931034483,0.059770114942528735,0.12183908045977011,0.0
02282,02282,02,77215.95999999999,12086.911305970603,0.15653384748399948,25.0,0.0,0.0,0.0,0.2896174863387978,0.0,0.0,0.00546448087431694,0.22950819672131148,0.31693989071038253,0.0,0.15846994535519127,0.0
02290,02290,02,37823.702167182666,21943.65354510457,0.580156153094494,1615.0,0.0,0.03147017379051198,0.0,0.1357444809769845,0.006575857209957727,0.0,0.011272898074213245,0.42743071864725224,0.031000469704086424,0.05119774542038516,0.3053076561766087,0.0
02999,02999,02,81547.50632911394,42683.50360394736,0.5234188698754677,632.0,0.07187894073139975,0.13366960907944514,0.05296343001261034,0.23959646910466584,0.11349306431273644,0.06683480453972257,0.0037831021437578815,0.13240857503152584,0.03026481715006305,0.058007566204287514,0.09709962168978563,0.0
04001,04001,04,63013.92334393984,28622.626881054814,0.4542270241582649,6914.0,0.00998801438274071,0.026140060498829977,0.005650362422236174,0.15980823012385137,0.008161634609896695,0.023914160150676333,0.017065236002511273,0.2962159694081388,0.07071514182980423,0.054277723874208095,0.328006392329205,5.707436790137549e-05
